GaugeID,Stream Order,Maximal Flow Length,Downvalley Length,Drainage Area,Catchment Relief,Catchment Length,Catchment Perimeter,Sinuosity Index,Form Factor,Relief Ratio,Elongation Ratio,Circularity Ratio,Lemniscates Value,Drainage Texture,Drainage Density,Compactness Coefficient,Wandering Ratio,Fitness Ratio,Basin Magnitude,Channel Frequency,Drainage Intensity,Infiltration Number,Ruggedness Number,No. of Firstorder Streams,No. of Secondorder Streams,No. of Thirdorder Streams,No. of Fourthorder Streams,No. of Fifthorder Streams,No. of Sixthorder Streams,No. of Seventhorder Streams,No. of Eigthorder Streams,Firstorder Streams Length,Secondorder Streams Length,Thirdorder Streams Length,Fourthorder Streams Length,Fifthorder Streams Length,Sixthorder Streams Length,Seventhorder Streams Length,Eighthorder Streams Length,Firstorder Streams  Mean  Length,Secondorder Streams  Mean Length,Thirdorder Streams Mean Length,Fourthorder Streams Mean Length,Fifthorder Streams Mean Length,Sixthorder Streams Mean Length,Seventhorder Streams Mean Length,Eighthorder Streams Mean Length,FirstSecond Stream Length Ratio,SecondThird Stream Length Ratio,ThirdForth Stream Length Ratio,FourthFifth Stream Length Ratio,FifthSixth Stream Length Ratio,SixthSeventh Stream Length Ratio,SeventhEighth Stream Length Ratio,FirstSecond Bifurcation Ratio,SecondThird Bifurcation Ratio,ThirdForth Bifurcation Ratio,FourthFifth Bifurcation Ratio,FifthSixth Bifurcation Ratio,Sixthseventh Bifurcation Ratio,SeventhEighth Bifurcation Ratio,Annual Mean Temperature,Mean Diurnal Range,Isothermality,Temperature Seasonality,Max Temperature of Warmest Month,Min Temperature of Coldest Month,Temperature Annual Range,Mean Temperature of Wettest Quarter,Mean Temperature of Driest Quarter,Mean Temperature of Warmest Quarter,Mean Temperature of Coldest Quarter,Annual Precipitation,Precipitation of Wettest Month,Precipitation of Driest Month,Precipitation Seasonality,Precipitation of Wettest Quarter,Precipitation of Driest Quarter,Precipitation of Warmest Quarter,Precipitation of Coldest Quarter,KoppenGeiger Climate Type,2015_GDP_PPP,2010_GDP_PPP,2005_GDP_PPP,2000_GDP_PPP,1995_GDP_PPP,1990_GDP_PPP,2010_GDP_PC_PPP,2015_GDP_PC_PPP,2005_GDP_PC_PPP,2000_GDP_PC_PPP,1995_GDP_PC_PPP,1990_GDP_PC_PPP,Night Light,Road Density,Urban percentage,2010_HDI,2015_HDI,2005_HDI,2000_HDI,1995_HDI,1990_HDI,Population Count,Population Density,Land cover,Soil type,lithology type
INDOFLOODS-gauge-388,5,554425.4375,336555.0313,45441.38281,908,339304.4063,1316438.875,1.647354484,0.394704908,0.002676063,4.90E-11,0.329503477,2.533538103,0.000537815,0.000154557,1.754470825,1.634006023,0.421155483,569,1.56E-08,0.000100808,2.41E-12,0.140337721,569,114,20,4,1,,,,3593499,1802097.5,783081.9375,519657.1563,324947,,,,6315.463867,15807.87305,39154.09766,129914.2891,324947,,,,0.501488268,0.434539169,0.663605094,0.625310361,,,,4.991228104,5.699999809,5,4,,,,24.642748,11.464428,55.11793,219.771345,35.644051,14.844764,20.799287,23.8168,24.312166,27.888127,22.442625,1145.360057,372.632831,0.567441,106.493421,757.033394,8.624465,111.422222,45.46228,Arid,261689741.4,189453608.3,131278060.6,89073465.87,70308445.98,49886195.82,5957.843414,7749.318379,4413.994964,3218.546074,2790.261424,2223.186582,4.607679,430.535842,16.08269315,0.683508493,0.735360905,0.631656175,0.582160719,0.542092951,0.504382145,16673440,364.247612,Cropland,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-399,1,11873.22754,10385.4248,75.75479126,1574,13669.13867,40088.48438,1.143258691,0.405441135,0.1151499,2.98E-08,0.592353165,2.466449261,2.49E-05,0.000139697,1.30853641,0.868615627,0.29617551,1,1.32E-08,9.45E-05,1.84E-12,0.2198838,1,,,,,,,,10582.75195,,,,,,,,10582.75195,,,,,,,,,,,,,,,,,,,,,,23.635806,7.902564,61.487435,129.561279,30.514286,17.661538,12.852747,22.600183,23.983517,25.633333,22.577106,3709.615385,1214.978022,4.406593,123.106682,2648.714286,32.659341,290.230769,2079.087912,Tropical,33765930,25255564,17979854,12166219,8042533,5886955,6329.4634,8232.682,4635.839,3245.9465,2198.1104,1649.214,0.472917,167,7.407407407,0.9958371,1,0.9202909,0.8481785,0.7898019,0.7348591,37489.70242,488.274263,Mosaic vegetation,Cambisols,No dominant class
INDOFLOODS-gauge-404,2,22479.57031,18572.00781,225.7147522,2295,23418.63867,66813.97656,1.210400701,0.411563307,0.097998865,1.01E-08,0.635382354,2.429759741,5.99E-05,0.000168469,1.263451576,0.959900796,0.33645013,3,1.77E-08,0.000105191,2.99E-12,0.386636376,3,1,,,,,,,27422.61328,10603.32617,,,,,,,9140.871094,10603.32617,,,,,,,0.386663586,,,,,,,3,,,,,,,24.655904,8.287208,63.034078,132.961165,31.715498,18.561624,13.153875,23.656335,25.036593,26.690098,23.524047,2808.162362,835.726937,4.250923,110.24474,1828.387454,29.616236,288.583026,1246.439114,Tropical,226554368,166673287.3,115455061.7,76494211,49522496.33,35302388,6154.983267,8005.736667,4512.109333,3289.916,2297.109067,1736.602733,0.594129,369.666667,28.84615385,0.903396513,0.924341133,0.834863033,0.76944462,0.716486933,0.666644333,89446.79448,390.99244,No dominant class,Cambisols,No dominant class
INDOFLOODS-gauge-406,2,17330.73047,15091.81934,175.8397522,1402,20428.875,57955.19141,1.148352623,0.421335608,0.068628348,1.31E-08,0.657873273,2.37340498,8.63E-05,0.000111884,1.241666794,0.848344803,0.299036711,4,2.84E-08,0.000254147,3.18E-12,0.156861484,4,1,,,,,,,9902.255859,9771.413086,,,,,,,2475.563965,9771.413086,,,,,,,0.986786544,,,,,,,4,,,,,,,22.144569,8.561809,59.732268,136.94507,29.648341,15.316588,14.331754,21.585229,22.173223,24.202054,20.784123,2101.023697,534.985782,7.763033,94.356594,1227.180095,34.383886,229.194313,184.687204,Tropical,22534137.4,16886003.93,12059562.5,8186809.467,5429898.867,3988378.813,6329.4634,8232.682,4635.839,3245.9465,2198.1104,1649.214,0.437568,139,4.098360656,0.9958371,1,0.9202909,0.8481785,0.7898019,0.7348591,57832.00931,326.584982,Forest,Cambisols,No dominant class
INDOFLOODS-gauge-509,3,84947.53125,65477.91016,1797.186646,175,71596.64844,238354.125,1.297346354,0.350596666,0.002444248,1.17E-09,0.397518814,2.852280378,0.000134254,0.000173891,1.597339749,1.186473608,0.356392115,24,1.78E-08,0.000102395,3.10E-12,0.030430993,24,7,1,,,,,,177182.0625,65233.91016,70099.29688,,,,,,7382.585938,9319.129883,70099.29688,,,,,,0.368174464,1.07458365,,,,,,3.428571463,7,,,,,,25.523059,13.905651,41.738434,569.908997,42.338784,9.025086,33.313698,27.174971,28.860595,32.684803,18.125556,946.764983,319.085616,1.985017,149.918091,792.117295,13.293664,83.794949,31.576199,Temperate,57790123.64,41823864.64,29180557.14,22968309.14,22435722.64,19907767.84,2990.2112,3889.343,2227.44,1882.7871,1810.0876,1581.1671,1.079187,343.652174,9.442379182,0.47270748,0.5085681,0.43684694,0.40261638,0.37490594,0.34882554,310768.014,170.530161,Cropland,Vertisols,No dominant class
INDOFLOODS-gauge-544,5,255893.875,111168.3438,12778.33301,678,144975.75,670464.1875,2.30185914,0.607971847,0.004676644,2.16E-10,0.35721764,1.644812942,0.000310233,0.000157225,1.68503809,1.765080571,0.38166672,168,1.63E-08,0.00010353,2.56E-12,0.106598444,168,30,7,2,1,,,,921294.5625,522215.3125,338070.8125,189111.7813,38379.01953,,,,5483.895996,17407.17773,48295.83203,94555.89063,38379.01953,,,,0.566827714,0.647378206,0.559385121,0.202943563,,,,5.599999905,4.285714149,3.5,2,,,,23.972845,12.825985,41.374457,496.705653,39.901865,8.918346,30.983519,25.163598,17.901007,30.413294,17.802703,1367.904099,439.201129,4.20162,140.706323,1085.633452,32.570806,160.489017,32.778378,Temperate,39041302.97,28292435.52,19782958.52,15605188.52,15274735.42,13580642.27,2990.2112,3889.343,2227.44,1882.7871,1810.0876,1581.1671,0.733286,303.091463,4.098360656,0.47990393,0.516310484,0.44349745,0.408745769,0.380613468,0.354136022,1359701,105.248743,No dominant class,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-585,3,32559.68945,24827.61328,637.4835205,865,28620.43945,107773.3359,1.311430454,0.778245032,0.030223155,4.91E-09,0.68969357,1.284942269,0.000102066,0.000154753,1.212685227,1.137637615,0.302112669,8,1.73E-08,0.000111503,2.67E-12,0.133861199,8,2,1,,,,,,64648.80859,28368.00977,5635.555176,,,,,,8081.101074,14184.00488,5635.555176,,,,,,0.438801736,0.198658809,,,,,,4,2,,,,,,25.50547,12.361441,51.864276,271.007403,36.735795,12.903129,23.832666,25.337338,23.737213,29.083709,22.156758,3025.142678,1228.79224,0.861076,162.405361,2550.290363,3.219024,361.259074,5.663329,Tropical,149816107.3,109000848.8,75196686.25,51240738.5,43968599.38,30744078.94,7055.1577,9176.586,5155.1304,3743.8674,3565.661,2801.1133,0.132043,503.875,7.373271889,0.72103643,0.7757358,0.6663372,0.6141242,0.5718565,0.53207517,119919.4851,185.756581,Mosaic vegetation,Leptosols,No dominant class
INDOFLOODS-gauge-596,2,42638.53125,34697.44531,408.33078,944,40600.33984,124521.1797,1.228866577,0.247715265,0.023251036,4.32E-09,0.330929548,4.036892891,5.62E-05,0.000151031,1.750686526,1.050201297,0.342419922,6,1.71E-08,0.000113506,2.59E-12,0.142573074,6,1,,,,,,,23818.08984,37852.43359,,,,,,,3969.681641,37852.43359,,,,,,,1.589230418,,,,,,,6,,,,,,,25.404311,9.23789,55.297388,172.180126,33.565244,16.854472,16.710772,25.061213,24.714431,27.815075,23.700339,3486.989837,1356.119919,0.152439,151.710348,2848.855691,3.323171,112.5,17.638211,Tropical,38300255,28228859.25,19898248,13853691.63,12119178.13,8676023.625,7055.1577,9176.586,5155.1304,3743.8674,3565.661,2801.1133,0.215354,284.5,0,0.72103643,0.7757358,0.6663372,0.6141242,0.5718565,0.53207517,59797.19563,147.776923,Mosaic vegetation,Leptosols,No dominant class
INDOFLOODS-gauge-602,3,34361.13672,23634.49414,861.9865112,1350,27032.13477,165521.9375,1.453855395,1.17961359,0.049940564,4.47E-09,0.395365894,0.847735226,9.67E-05,0.000146162,1.601683021,1.27112186,0.207592651,12,1.86E-08,0.000126995,2.71E-12,0.197318554,12,3,1,,,,,,68648.02344,47259.95703,10081.59668,,,,,,5720.668457,15753.31934,10081.59668,,,,,,0.688438714,0.213322178,,,,,,4,3,,,,,,25.624695,9.435112,53.038277,198.417931,34.457312,16.663933,17.793379,25.642638,24.617885,28.337829,23.436084,3413.185771,1408.132411,0.067194,158.365285,2826.36166,1.579051,466.51087,7.855731,Tropical,81009398.92,59168221.38,41085975.08,28183087.08,24330122.58,17140312.73,7055.1577,9176.586,5155.1304,3743.8674,3565.661,2801.1133,1.959736,205.692308,4.810996564,0.72103643,0.7757358,0.6663372,0.6141242,0.5718565,0.53207517,136351.1664,164.482913,Mosaic vegetation,Leptosols,No dominant class
INDOFLOODS-gauge-617,5,335709.4063,245194.4531,29500.49805,913,251836.5156,956476.3125,1.369155765,0.465148836,0.003625368,8.20E-11,0.405219913,2.149849415,0.000522752,0.000178447,1.58208847,1.333045006,0.350985587,371,1.69E-08,9.50E-05,3.02E-12,0.162922218,371,104,19,5,1,,,,2690832,1480556.25,657720.125,269332.875,165837.5781,,,,7252.916504,14236.11816,34616.84766,53866.57422,165837.5781,,,,0.550222456,0.444238514,0.409494668,0.615734637,,,,3.567307711,5.473684311,3.799999952,5,,,,26.598434,12.860685,45.153523,422.541366,41.651191,13.172562,28.478629,26.337439,26.969245,32.496023,21.655901,913.513142,261.082933,4.072086,127.236558,678.160845,17.55089,149.818321,29.331624,Tropical,171860898.2,124662578,85719099.7,58892660.28,51340228.24,37027395.58,5976.922554,7774.134276,4378.554697,3250.212148,3099.991663,2477.520144,1.304598,316.06366,4.61825823,0.655166682,0.704869036,0.605464452,0.55802133,0.519614972,0.483467841,7348122,246.383354,Cropland,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-635,5,146478.4219,95281.04688,6916.848633,871,102859.7891,413458.3438,1.537330151,0.653757989,0.008467838,4.14E-10,0.508457422,1.529618025,0.000292653,0.000171563,1.412371159,1.424059153,0.354276121,91,1.75E-08,0.000101965,3.00E-12,0.149431586,91,21,6,2,1,,,,667246.125,297716.4375,110971.1563,64964.47656,45778.89844,,,,7332.375,14176.97363,18495.19336,32482.23828,45778.89844,,,,0.446186841,0.372741103,0.585417688,0.704675853,,,,4.333333492,3.5,3,2,,,,24.697116,13.489069,51.997748,312.343017,37.21263,11.273022,25.939608,24.69549,22.683453,28.783872,20.832747,977.227105,310.872203,0.283622,120.732693,708.380507,4.309689,163.994694,10.433103,Arid,492278343.5,355511052.1,242275839.3,163117788.6,138522526.6,95598537.28,7055.1577,9176.586,5155.1304,3743.8674,3565.661,2801.1133,5.421074,543.5,20.48071097,0.72103643,0.7757358,0.6663372,0.6141242,0.5718565,0.53207517,3569752,515.95891,Cropland,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-645,3,40200.24609,33245.45313,693.2064209,323,35015.86328,118647.3828,1.209195256,0.565370202,0.009224391,3.85E-09,0.61880827,1.768752575,0.000117997,0.00016208,1.280259848,1.148058176,0.338821173,10,2.02E-08,0.000124605,3.27E-12,0.052351732,10,3,1,,,,,,66162.22656,30347.52344,15844.9209,,,,,,6616.222656,10115.84082,15844.9209,,,,,,0.458683521,0.522115767,,,,,,3.333333254,3,,,,,,24.18875,12.896921,51.864366,291.23305,36.030787,11.164652,24.866135,24.154922,22.25344,27.997624,20.554466,1637.04561,590.950969,0.672748,143.361713,1294.781072,3.984036,232.706956,7.874572,Tropical,1718174184,1227995574,822393725.8,544042533.6,454913635.6,307696847.3,7055.1577,9176.586,5155.1304,3743.8674,3565.661,2801.1133,15.219256,656.375,23.7804878,0.72103643,0.7757358,0.6663372,0.6141242,0.5718565,0.53207517,755202.3811,1101.142409,Cropland,Vertisols,No dominant class
INDOFLOODS-gauge-646,2,33861.26563,27096.79102,436.1244507,764,32629.75391,93451.83594,1.24964118,0.409621596,0.023414213,5.20E-09,0.627544641,2.441277504,8.56E-05,0.000143051,1.271317005,1.037742019,0.362339228,7,1.83E-08,0.00012823,2.62E-12,0.109290853,7,1,,,,,,,32753.875,29634.10352,,,,,,,4679.125,29634.10352,,,,,,,0.904751062,,,,,,,7,,,,,,,26.423103,9.935759,53.047939,208.956301,35.222015,16.490485,18.73153,26.808893,24.973165,29.232307,23.862811,4096.143657,1671.061567,0.229478,160.370878,3436.283582,1.014925,674.932836,3.490672,Tropical,126645542,92404187.71,64045622.29,43843719.86,37773057.29,26544240,7055.1577,9176.586,5155.1304,3743.8674,3565.661,2801.1133,4.978299,225,7.051282051,0.72103643,0.7757358,0.6663372,0.6141242,0.5718565,0.53207517,76796.29182,176.517191,No dominant class,Leptosols,No dominant class
INDOFLOODS-gauge-648,1,17134.67383,14538.82617,123.8492584,506,17959.18359,51612.71484,1.178545833,0.383990288,0.028175,1.77E-08,0.584238112,2.60423255,1.94E-05,0.000128103,1.317592859,0.95408982,0.331985503,1,8.07E-09,6.30E-05,1.03E-12,0.064820245,1,,,,,,,,15865.49219,,,,,,,,15865.49219,,,,,,,,,,,,,,,,,,,,,,26.520563,9.785173,53.303916,202.433881,34.992857,16.633766,18.359091,26.978355,24.976732,29.232792,23.9829,4234.220779,1710.350649,0.37013,159.536232,3545.422078,1.902597,707.37013,4.266234,Tropical,275886355,199986010,137111795,92846955,79220517,55001278,7055.1577,9176.586,5155.1304,3743.8674,3565.661,2801.1133,2.99146,158,5.747126437,0.72103643,0.7757358,0.6663372,0.6141242,0.5718565,0.53207517,40573.91252,333.231393,No dominant class,Leptosols,No dominant class
INDOFLOODS-gauge-656,4,126153.7969,100087.4297,2928.480469,508,104108.9219,289428.9063,1.260435939,0.270188242,0.004879505,6.29E-10,0.439307272,3.701123476,0.000186574,0.00015818,1.5194695,1.211748123,0.435871452,43,1.84E-08,0.000116573,2.92E-12,0.080355614,43,8,2,1,,,,,248569.8281,119084.4922,46935.67578,48638.03906,,,,,5780.693848,14885.56152,23467.83789,48638.03906,,,,,0.479078621,0.394137591,1.036270142,,,,,5.375,4,2,,,,,24.894382,12.945856,54.991056,252.321606,37.347565,13.805645,23.54192,23.774055,24.487166,28.587392,22.341247,588.617322,132.218871,0.00249,90.001184,309.830659,5.100443,80.15772,36.404815,Arid,216711813.6,157916156.5,109229343.2,74632482.08,64200106.65,45029628.81,7055.1577,9176.586,5155.1304,3743.8674,3565.661,2801.1133,1.857786,484.837838,8.281174771,0.72103643,0.7757358,0.6663372,0.6141242,0.5718565,0.53207517,759946.2082,257.210517,Cropland,Vertisols,No dominant class
INDOFLOODS-gauge-668,3,58008.33594,45804.375,961.7387085,1028,49877.60156,169448.2813,1.266436577,0.386585861,0.020610454,2.29E-09,0.420913279,2.586747408,9.44E-05,0.000150668,1.552314997,1.163013697,0.342336535,12,1.66E-08,0.000110418,2.51E-12,0.154887021,12,3,1,,,,,,71356.57813,51806.17969,21740.78711,,,,,,5946.381348,17268.72656,21740.78711,,,,,,0.72601825,0.419656247,,,,,,4,3,,,,,,26.2644,11.008383,52.312192,238.09362,36.123773,15.072589,21.051184,26.82586,24.634772,29.43181,23.309842,3608.472081,1465.874788,0.887479,158.986766,2981.358714,3.441624,560.473773,4.895939,Tropical,197976974.7,143606923.3,98580928.93,66849795.53,57123006.63,39733275.33,7055.1577,9176.586,5155.1304,3743.8674,3565.661,2801.1133,5.016442,315,20.14814815,0.72103643,0.7757358,0.6663372,0.6141242,0.5718565,0.53207517,516651.3347,538.620595,No dominant class,No dominant class,No dominant class
INDOFLOODS-gauge-694,4,281256.0938,104630.2109,10024.22949,1073,159817.375,602523.6875,2.688096285,0.392466873,0.006713913,2.22E-10,0.346986532,2.547985792,0.00026389,0.000161675,1.70969975,1.759859324,0.466796756,125,1.59E-08,9.81E-05,2.56E-12,0.17347689,125,26,7,1,,,,,804413,446730.75,126500.3516,243019.6406,,,,,6435.304199,17181.95117,18071.47852,243019.6406,,,,,0.555350006,0.283169121,1.92109859,,,,,4.807692528,3.714285612,7,,,,,24.97776,10.545791,42.966683,403.820404,36.429712,11.882995,24.546717,26.636677,19.558966,29.572574,19.545566,1542.487955,379.912848,4.505747,107.648757,997.112581,38.971815,336.647221,43.10581,Tropical,105421996.5,76007016.28,47738822.6,31568390.89,24462077.31,18195558.69,3465.922069,4508.096206,2339.732025,1669.527375,1420.538588,1169.323625,2.292084,216.195312,18.99808377,0.457423283,0.492124358,0.422722228,0.389598437,0.362783981,0.337546846,2211327,218.59253,Cropland,Luvisols,No dominant class
INDOFLOODS-gauge-727,5,299233.9688,197610.7969,15817.27246,855,214999.8438,791043.3125,1.514259219,0.34218055,0.003976747,1.31E-10,0.317644209,2.922433853,0.000360284,0.000161105,1.786922455,1.391786933,0.3782776,221,1.80E-08,0.000111842,2.90E-12,0.137744978,221,49,11,3,1,,,,1242388,627367.75,320452.1875,220217.875,137819.7344,,,,5621.665039,12803.42383,29132.01758,73405.96094,137819.7344,,,,0.504969239,0.510788441,0.687209785,0.625833571,,,,4.510204315,4.454545498,3.666666746,3,,,,25.485867,10.932116,41.317706,452.788941,38.112799,11.646607,26.466192,27.292398,19.496046,30.716512,19.417195,1325.628607,327.996338,2.541945,113.683523,892.827023,25.938827,277.608265,35.533086,Tropical,101800486.9,73265401.7,48370070.6,38351752.52,29301454.23,25161597.27,2234.119033,2905.900414,1586.975679,1347.608777,1148.777431,1112.978682,4.446749,247.128713,26.28990509,0.480844911,0.517322809,0.444367041,0.409547208,0.381359775,0.354830395,6980017,439.195862,Cropland,Luvisols,Metamorphics
INDOFLOODS-gauge-731,5,407427.5625,262161.5,18438.29688,902,279967.375,970256.5,1.554109097,0.235237166,0.003221804,9.32E-11,0.246126026,4.251029015,0.000327748,0.000162262,2.030006409,1.455268025,0.419917375,251,1.72E-08,0.000106289,2.80E-12,0.146360248,251,51,12,3,1,,,,1497652,647265.4375,380684.875,220217.875,246013.3281,,,,5966.741211,12691.47949,31723.74023,73405.96094,246013.3281,,,,0.432186812,0.588143349,0.578478158,1.117136002,,,,4.921568394,4.25,4,3,,,,25.652745,10.869162,41.584249,446.831103,38.009656,11.853216,26.15644,27.478312,19.714434,30.761735,19.639182,1336.28887,325.359431,2.629567,112.191925,891.099108,26.9548,285.31147,35.360875,Tropical,123525785,89157871.48,59899653.7,47625879.28,35329230.93,30036859.7,2427.034849,3156.824424,1740.058553,1480.171881,1231.744267,1181.084782,4.009054,244.995708,28.36905733,0.495467767,0.533054991,0.457880582,0.422001852,0.392957214,0.365621056,8057006,435.487994,Cropland,Luvisols,Metamorphics
INDOFLOODS-gauge-734,6,882755.8125,542999.375,132534.9063,1230,555607.625,2587483.75,1.625703216,0.429332614,0.002213792,1.75E-11,0.248762473,2.329196453,0.000860295,0.000162963,2.019220352,1.588811517,0.341163814,1749,1.68E-08,0.000103064,2.74E-12,0.200444371,1749,368,83,20,5,1,,,10887221,5421133.5,3050756,1071324.125,649998.375,517839.3438,,,6224.826172,14731.34082,36756.09766,53566.20703,129999.6719,517839.3438,,,0.497935474,0.562752426,0.351166755,0.606724322,0.796677887,,,4.752717495,4.433734894,4.150000095,4,5,,,26.145872,11.376119,40.463541,454.462667,40.557574,12.417182,28.140392,26.90781,20.477024,32.080816,20.447758,1358.444814,393.267429,3.755637,128.775723,995.935869,22.307629,237.291737,23.291367,Tropical,81405505.35,58769046.88,39006248.05,28335939.54,23639351.78,18121897.65,3246.596787,4222.821613,2309.625873,1809.070995,1658.116569,1411.206689,2.967476,307.065593,13.28852227,0.52765586,0.567684925,0.487626805,0.449417227,0.418485681,0.389373639,31222400,234.538693,Cropland,No dominant class,No dominant class
INDOFLOODS-gauge-768,4,155460.4219,106181.6875,7841.71875,1328,121583.8594,516709.2188,1.464098215,0.530468285,0.010922503,3.29E-10,0.369086951,1.885126829,0.000267075,0.000157565,1.657722473,1.278627157,0.300866365,107,1.76E-08,0.000111689,2.77E-12,0.20924592,107,25,5,1,,,,,590895.1875,378853.4375,183346.3906,82483.09375,,,,,5522.384766,15154.1377,36669.27734,82483.09375,,,,,0.641151667,0.483950704,0.449875742,,,,,4.28000021,5,5,,,,,24.918083,9.035112,42.998508,343.473806,34.653457,13.616267,21.03719,25.950887,20.571709,29.025139,20.276701,1469.042684,328.39324,8.73236,98.85129,885.782089,39.629429,337.854182,55.936996,Tropical,45659509.15,33250112.71,21118813.24,14216488.01,11028354.99,8256442.123,3666.201223,4768.597656,2466.655498,1756.167886,1481.261857,1205.552703,1.169675,198.927083,2.811671088,0.463607873,0.498778127,0.428437643,0.394866005,0.367689001,0.342110647,853063.4842,107.789046,No dominant class,No dominant class,Metamorphics
INDOFLOODS-gauge-786,5,173615.8125,123726.3594,6153.266602,322,127104.9375,486106.3438,1.403224111,0.380873621,0.00253334,3.56E-10,0.327229917,2.625542879,0.000236574,0.000167788,1.760555267,1.365924954,0.357156038,86,1.87E-08,0.000111386,3.14E-12,0.054027881,86,21,5,2,1,,,,522116.75,277291.2188,110623.2344,122415.875,,,,,6071.125,13204.34375,22124.64648,61207.9375,,,,,0.531090438,0.398942441,1.106601834,,,,,4.095238209,4.199999809,2.5,2,,,,25.955616,14.510443,47.281793,432.854517,40.918537,10.234132,30.684405,26.470399,26.453698,31.644937,20.475229,938.872955,304.35007,0.757956,145.006465,783.111069,4.760746,106.075567,6.702675,Tropical,104027015.8,75310752.86,51608332.98,40443429.42,35826912.57,31269387.15,3176.521905,4131.675827,2318.846714,1949.820941,1762.984849,1591.559437,0.928725,288.775,10.86572438,0.493825631,0.531288309,0.456363025,0.42060322,0.391654827,0.364409278,1685811,272.006634,Cropland,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-832,2,10593.26465,9107.599609,168.3835144,1200,12885.26953,51532.12109,1.163123608,1.014174223,0.093129598,2.12E-08,0.796807468,0.986023903,5.82E-05,9.45E-05,1.128234744,0.822122097,0.205566242,2,1.78E-08,0.000188604,1.68E-12,0.113357767,2,1,,,,,,,15906.31641,,,,,,,,7953.158203,,,,,,,,,,,,,,,2,,,,,,,22.9842,8.754868,59.490164,146.797223,30.7,15.991584,14.708416,22.47203,22.967822,25.179455,21.462129,1807.336634,427.945545,7.846535,86.647732,984.985149,36.277228,223.430693,190.509901,Tropical,21349694,15901323,11389212,8743391,6272931,4663275.5,5806.023,7551.846,4264.65,3377.855,2495.1064,1911.3802,4.693725,223,8.771929825,0.71851534,0.7730234,0.6640073,0.61197686,0.569857,0.5302148,326630.3545,1913.898914,No dominant class,No dominant class,No dominant class
INDOFLOODS-gauge-913,7,1052660.125,646376.875,208408.9219,1516,659490.25,2951072.5,1.628554702,0.479180962,0.002298745,1.18E-11,0.300722837,2.086894274,0.001163984,0.000160644,1.836508512,1.596172333,0.356704265,2695,1.65E-08,0.0001026,2.65E-12,0.243536621,2695,584,121,25,7,2,1,,17377488,8529605,3633493,1678860.5,1541143.5,624447.4375,94648.40625,,6448.047363,14605.48828,30028.86719,67154.42188,220163.3594,312223.7188,94648.40625,,0.490842223,0.425986081,0.462051392,0.917969942,0.405184478,0.151571453,,4.614726067,4.826446056,4.840000153,3.571428537,3.5,2,,25.699217,11.765807,53.991677,255.588179,37.225395,15.368391,21.857005,25.040973,24.899699,29.309535,22.893985,887.067588,256.099481,0.838699,103.120752,567.333963,7.352576,100.493239,49.188172,Arid,204979709.8,148373594.2,101667270.1,69391683.49,53971386.15,38504155.55,5775.212315,7511.771599,4229.950564,3106.995776,2629.59501,2103.499466,3.308517,380.35002,8.902170066,0.668535914,0.719252478,0.617819441,0.569408211,0.530218149,0.493333416,61276120,292.480166,Cropland,Vertisols,No dominant class
INDOFLOODS-gauge-916,5,440759.9375,295993.6563,15865.90039,320,299575.0938,784237.8125,1.489085793,0.176788211,0.00106818,9.39E-11,0.324174643,5.656485558,0.000341733,0.000154954,1.768832207,1.471283674,0.562023342,217,1.69E-08,0.00010901,2.62E-12,0.049585182,217,41,7,2,1,,,,1286022.375,583582.5,190283.5313,226422.0625,172169.5469,,,,5926.370605,14233.71973,27183.36133,113211.0313,172169.5469,,,,0.453788757,0.32606107,1.189919353,0.76039207,,,,5.292683125,5.857142925,3.5,2,,,,25.966327,13.153505,48.992119,359.741099,40.178141,13.331078,26.847062,25.297771,23.288939,30.794101,21.764934,889.666802,205.514535,1.576591,112.431252,587.139561,9.702023,130.936268,28.778207,Tropical,237867111.9,172546992.6,118073973.5,80655318.62,65324940.91,46157455.55,6393.730806,8316.27349,4657.011369,3406.800308,3071.509452,2432.860996,2.252889,328.821429,5.673382821,0.691304107,0.743747919,0.638860412,0.588800448,0.548275688,0.51013477,4659931,292.652678,Cropland,Vertisols,Basic volcanic rocks
